filename,width,height,class,xmin,ymin,xmax,ymax
gun658.jpg,500,292,gun,80,7,183,216
gun631.jpg,500,432,gun,1,64,254,294
gun737.jpg,500,375,gun,132,138,303,253
gun737.jpg,500,375,gun,218,223,331,303
gun879.jpg,500,375,gun,1,28,487,347
gun1225.jpg,500,375,gun,177,137,309,284
gun281.jpg,500,404,gun,17,121,469,366
gun1118.jpg,500,333,gun,267,83,341,136
gun1115.jpg,500,375,gun,43,63,379,358
gun399.jpg,375,500,gun,19,156,182,267
gun1063.jpg,1024,768,gun,47,65,1017,670
gun771.jpg,500,375,gun,243,104,291,158
gun79.jpg,590,417,gun,24,2,569,405
gun799.jpg,500,339,gun,24,23,486,325
gun838.jpg,334,500,gun,46,2,275,483
gun72.jpg,500,333,gun,34,53,314,318
gun178.jpg,500,364,gun,24,42,468,259
gun1145.jpg,500,344,gun,6,41,492,313
gun292.jpg,500,458,gun,21,18,480,362
gun1010.jpg,500,403,gun,2,130,364,395
gun307.jpg,555,434,gun,37,11,515,396
gun1228.jpg,500,333,gun,21,60,430,310
gun669.jpg,450,338,gun,17,57,440,271
gun563.jpg,342,500,gun,198,170,296,296
gun1213.jpg,600,417,gun,43,23,581,376
gun133.jpg,375,500,gun,32,31,253,468
gun904.jpg,333,500,gun,125,236,178,338
gun842.jpg,768,1024,gun,37,104,706,1001
gun690.jpg,500,375,gun,141,116,389,357
gun1228.jpg,500,333,gun,21,60,430,310
gun407.jpg,500,349,gun,8,1,482,343
gun1199.jpg,500,333,gun,40,28,480,304
gun693.jpg,200,174,gun,3,2,195,169
gun92.jpg,335,500,gun,135,182,228,448
gun286.jpg,375,500,gun,230,125,279,159
gun286.jpg,375,500,gun,235,213,269,245
gun690.jpg,500,375,gun,141,116,389,357
gun662.jpg,500,401,gun,1,35,486,362
gun140.jpg,590,376,gun,17,6,280,359
gun140.jpg,590,376,gun,306,7,568,362
gun389.jpg,500,238,gun,49,63,475,177
gun127.jpg,883,1000,gun,68,20,859,964
gun835.jpg,1024,682,gun,69,59,992,560
gun1015.jpg,540,359,gun,28,67,530,286
gun527.jpg,500,333,gun,47,12,493,329
gun126.jpg,500,375,gun,15,78,490,291
gun1023.jpg,574,332,gun,362,169,458,283
gun949.jpg,333,500,gun,68,165,145,313
gun306.jpg,500,336,gun,29,118,470,264
gun68.jpg,430,334,gun,19,21,410,313
gun939.jpg,500,350,gun,11,12,491,333
gun908.jpg,800,520,gun,23,37,719,496
gun1010.jpg,500,403,gun,2,130,364,395
gun1145.jpg,500,344,gun,6,41,492,313
gun1290.jpg,375,500,gun,81,262,134,359
gun369.jpg,359,251,gun,22,33,343,244
gun837.jpg,1024,993,gun,297,711,646,914
gun837.jpg,1024,993,gun,357,266,643,427
gun837.jpg,1024,993,gun,643,158,978,336
gun837.jpg,1024,993,gun,214,39,527,211
gun532.jpg,448,287,gun,21,48,423,249
gun207.jpg,500,375,gun,18,134,262,238
gun1145.jpg,500,344,gun,6,41,492,313
gun715.jpg,500,339,gun,84,22,217,309
gun715.jpg,500,339,gun,298,113,392,266
gun1031.jpg,500,335,gun,64,32,282,234
gun701.jpg,500,334,gun,23,27,435,217
gun1214.jpg,500,332,gun,82,61,471,322
gun18.jpg,333,500,gun,7,39,307,225
gun940.jpg,400,397,gun,7,5,377,393
gun982.jpg,300,403,gun,4,21,284,371
gun778.jpg,500,375,gun,103,61,411,307
gun1207.jpg,500,353,gun,4,10,433,206
gun628.jpg,500,375,gun,4,21,479,364
gun143.jpg,450,327,gun,13,17,449,322
gun385.jpg,758,392,gun,14,19,738,349
gun570.jpg,758,407,gun,4,37,750,378
gun1026.jpg,500,375,gun,41,88,500,374
gun335.jpg,500,333,gun,3,55,481,333
gun1118.jpg,500,333,gun,267,83,341,136
gun191.jpg,1000,642,gun,10,41,987,628
gun458.jpg,500,499,gun,2,13,488,224
gun344.jpg,500,375,gun,79,22,491,361
gun643.jpg,1024,432,gun,1,13,1020,423
gun575.jpg,500,375,gun,29,47,480,363
gun646.jpg,500,281,gun,1,16,500,278
gun814.jpg,234,234,gun,4,56,225,182
gun993.jpg,500,334,gun,121,156,221,260
gun215.jpg,500,320,gun,29,31,479,301
gun814.jpg,234,234,gun,4,56,225,182
gun629.jpg,1000,750,gun,54,18,998,725
gun378.jpg,1700,1191,gun,119,94,1698,1165
gun343.jpg,500,375,gun,207,152,267,214
gun490.jpg,450,342,gun,57,15,427,260
gun550.jpg,500,268,gun,173,58,324,184
gun1095.jpg,320,240,gun,8,26,295,228
gun798.jpg,500,260,gun,67,4,457,254
gun671.jpg,500,334,gun,117,22,484,235
gun796.jpg,500,449,gun,107,115,200,235
gun973.jpg,500,333,gun,102,29,423,244
gun657.jpg,500,386,gun,334,105,374,137
gun894.jpg,500,375,gun,130,84,347,326
gun1069.jpg,500,375,gun,21,56,497,341
gun322.jpg,500,375,gun,274,95,318,120
gun260.jpg,500,333,gun,16,53,443,309
gun1080.jpg,1024,768,gun,1,94,1005,619
gun321.jpg,500,375,gun,18,78,289,273
gun1035.jpg,333,500,gun,15,270,306,449
gun194.jpg,491,500,gun,124,1,491,470
gun394.jpg,375,500,gun,178,252,212,293
gun1206.jpg,450,338,gun,68,43,405,268
gun116.jpg,500,172,gun,3,7,243,167
gun116.jpg,500,172,gun,258,7,498,167
gun910.jpg,400,272,gun,46,71,176,178
gun1042.jpg,500,333,gun,13,6,497,325
gun746.jpg,375,500,gun,196,159,212,183
gun895.jpg,500,375,gun,350,213,499,375
gun828.jpg,500,333,gun,117,244,385,333
gun828.jpg,500,333,gun,34,105,491,227
gun888.jpg,180,171,gun,27,7,150,79
gun888.jpg,180,171,gun,48,91,164,163
gun1258.jpg,400,268,gun,1,4,398,250
gun928.jpg,400,310,gun,19,15,382,303
gun179.jpg,500,375,gun,12,18,496,362
gun103.jpg,450,344,gun,9,6,439,333
gun1164.jpg,333,500,gun,22,1,255,500
gun1064.jpg,500,375,gun,43,28,477,353
gun296.jpg,600,443,gun,63,112,317,265
gun667.jpg,401,402,gun,1,16,384,265
gun703.jpg,400,282,gun,86,39,337,220
gun257.jpg,320,240,gun,24,41,311,193
gun216.jpg,331,281,gun,13,17,310,278
gun1129.jpg,450,300,gun,79,16,324,198
gun504.jpg,450,255,gun,4,4,445,245
gun1079.jpg,333,500,gun,1,297,261,437
gun592.jpg,500,324,gun,88,6,463,219
gun620.jpg,500,332,gun,1,35,135,299
gun327.jpg,267,500,gun,5,54,191,287
gun1150.jpg,500,375,gun,131,5,452,359
gun629.jpg,1000,750,gun,54,18,998,725
gun203.jpg,500,375,gun,71,37,384,253
gun904.jpg,333,500,gun,125,236,178,338
gun1251.jpg,700,500,gun,9,40,680,488
gun207.jpg,500,375,gun,18,134,262,238
gun1120.jpg,500,398,gun,55,148,324,393
gun1120.jpg,500,398,gun,139,21,407,207
gun852.jpg,500,352,gun,16,7,458,343
gun113.jpg,500,375,gun,74,1,358,372
gun563.jpg,342,500,gun,198,170,296,296
gun996.jpg,500,586,gun,68,326,327,524
gun384.jpg,366,245,gun,3,5,360,241
gun1305.jpg,533,370,gun,41,65,396,345
gun704.jpg,333,500,gun,9,10,322,439
gun163.jpg,575,431,gun,17,16,549,416
gun1220.jpg,400,268,gun,4,2,400,250
gun1254.jpg,500,333,gun,180,111,277,186
gun1248.jpg,500,347,gun,85,202,194,285
gun651.jpg,500,375,gun,48,186,214,337
gun651.jpg,500,375,gun,197,243,320,375
gun638.jpg,333,500,gun,206,223,227,254
gun386.jpg,500,399,gun,52,120,375,377
gun204.jpg,500,299,gun,27,16,489,284
gun229.jpg,500,333,gun,51,4,476,331
gun1069.jpg,500,375,gun,21,56,497,341
gun340.jpg,500,375,gun,90,279,196,334
gun340.jpg,500,375,gun,82,200,176,263
gun340.jpg,500,375,gun,71,178,158,222
gun340.jpg,500,375,gun,63,153,134,197
gun340.jpg,500,375,gun,109,325,214,375
gun340.jpg,500,375,gun,164,3,318,63
gun340.jpg,500,375,gun,295,160,500,280
gun340.jpg,500,375,gun,186,47,500,185
gun922.jpg,500,375,gun,16,31,496,364
gun1289.jpg,500,334,gun,23,147,236,259
gun1289.jpg,500,334,gun,260,128,486,255
gun264.jpg,500,375,gun,39,47,475,344
gun411.jpg,500,375,gun,105,82,400,316
gun708.jpg,376,472,gun,116,258,368,465
gun301.jpg,500,375,gun,12,9,349,358
gun934.jpg,500,332,gun,259,92,277,126
gun1077.jpg,336,495,gun,112,132,155,191
gun1208.jpg,124,160,gun,56,66,123,154
gun1208.jpg,124,160,gun,6,33,68,117
gun1184.jpg,500,375,gun,41,70,406,361
gun384.jpg,366,245,gun,3,5,360,241
gun535.jpg,600,450,gun,150,52,539,326
gun295.jpg,532,466,gun,6,6,476,352
gun772.jpg,500,311,gun,215,68,441,310
gun772.jpg,500,311,gun,26,106,283,311
gun1268.jpg,540,420,gun,32,14,516,374
gun480.jpg,450,300,gun,35,75,124,133
gun480.jpg,450,300,gun,36,132,91,170
gun480.jpg,450,300,gun,50,160,82,192
gun12.jpg,500,375,gun,253,110,293,153
gun614.jpg,500,391,gun,55,72,473,297
gun169.jpg,500,375,gun,61,173,255,273
gun169.jpg,500,375,gun,229,104,393,178
gun835.jpg,1024,682,gun,69,59,992,560
gun872.jpg,334,500,gun,191,220,248,273
gun72.jpg,500,333,gun,34,53,314,318
gun754.jpg,500,375,gun,101,171,121,188
gun1217.jpg,500,375,gun,69,1,302,372
gun540.jpg,500,351,gun,15,17,438,301
gun715.jpg,500,339,gun,84,22,217,309
gun715.jpg,500,339,gun,298,113,392,266
gun939.jpg,500,350,gun,11,12,491,333
gun813.jpg,500,375,gun,33,70,298,354
gun1049.jpg,500,469,gun,157,73,355,469
gun1226.jpg,500,333,gun,15,33,500,228
gun667.jpg,401,402,gun,1,16,384,265
gun610.jpg,500,375,gun,158,135,406,372
gun399.jpg,375,500,gun,19,156,182,267
gun752.jpg,450,338,gun,36,25,434,326
gun472.jpg,302,291,gun,15,5,297,270
gun367.jpg,440,339,gun,5,3,436,334
gun574.jpg,400,267,gun,105,42,363,166
gun961.jpg,500,334,gun,184,23,219,55
gun1063.jpg,1024,768,gun,47,65,1017,670
gun641.jpg,500,375,gun,1,53,487,359
gun901.jpg,456,590,gun,225,172,433,506
gun901.jpg,456,590,gun,23,5,326,552
gun934.jpg,500,332,gun,259,92,277,126
gun260.jpg,500,333,gun,16,53,443,309
gun567.jpg,500,352,gun,4,16,490,352
gun1260.jpg,540,414,gun,69,13,503,380
gun543.jpg,500,375,gun,84,76,413,294
gun874.jpg,500,376,gun,26,67,377,376
gun353.jpg,500,330,gun,85,33,466,269
gun90.jpg,500,334,gun,91,46,165,146
gun781.jpg,500,375,gun,111,66,433,334
gun1063.jpg,1024,768,gun,47,65,1017,670
gun10.jpg,460,345,gun,22,91,450,275
gun407.jpg,500,349,gun,8,1,482,343
gun1190.jpg,375,500,gun,96,186,187,339
gun1190.jpg,375,500,gun,234,265,273,323
gun904.jpg,333,500,gun,125,236,178,338
gun543.jpg,500,375,gun,84,76,413,294
gun79.jpg,590,417,gun,24,2,569,405
gun1096.jpg,500,334,gun,130,54,331,182
gun1096.jpg,500,334,gun,248,61,398,195
gun1226.jpg,500,333,gun,15,33,500,228
gun91.jpg,500,390,gun,10,55,264,370
gun91.jpg,500,390,gun,255,9,488,382
gun978.jpg,450,354,gun,7,39,441,334
gun1104.jpg,500,333,gun,223,140,266,186
gun989.jpg,500,400,gun,40,6,472,372
gun334.jpg,399,301,gun,6,1,396,301
gun204.jpg,500,299,gun,27,16,489,284
gun1125.jpg,472,500,gun,289,61,371,152
gun127.jpg,883,1000,gun,68,20,859,964
gun369.jpg,359,251,gun,22,33,343,244
gun631.jpg,500,432,gun,1,64,254,294
gun125.jpg,500,333,gun,26,23,337,299
gun307.jpg,555,434,gun,37,11,515,396
gun534.jpg,320,218,gun,32,58,140,137
gun628.jpg,500,375,gun,4,21,479,364
gun953.jpg,440,308,gun,1,4,432,304
gun669.jpg,450,338,gun,17,57,440,271
gun25.jpg,659,633,gun,1,149,397,482
gun25.jpg,659,633,gun,240,315,657,633
gun25.jpg,659,633,gun,256,1,650,295
gun691.jpg,500,478,gun,18,15,489,466
gun425.jpg,500,333,gun,24,126,182,284
gun833.jpg,226,150,gun,16,48,65,82
gun616.jpg,955,1000,gun,50,9,934,983
gun450.jpg,500,375,gun,146,45,326,282
gun450.jpg,500,375,gun,243,113,421,354
gun447.jpg,500,271,gun,1,63,499,265
gun1156.jpg,500,327,gun,27,2,467,322
gun1048.jpg,590,444,gun,89,24,486,419
gun1163.jpg,500,366,gun,98,5,482,215
gun1163.jpg,500,366,gun,68,121,455,357
gun122.jpg,500,323,gun,199,56,309,217
gun1235.jpg,500,375,gun,7,59,493,292
gun1168.jpg,500,375,gun,9,20,499,361
gun923.jpg,1142,857,gun,44,21,1118,793
gun18.jpg,333,500,gun,7,39,307,225
gun578.jpg,550,310,gun,7,5,549,294
gun406.jpg,500,375,gun,59,24,429,375
gun180.jpg,500,375,gun,78,150,405,370
gun1138.jpg,500,375,gun,11,9,493,364
gun125.jpg,500,333,gun,26,23,337,299
gun93.jpg,491,248,gun,1,5,483,248
gun343.jpg,500,375,gun,207,152,267,214
gun392.jpg,500,340,gun,253,104,282,133
gun785.jpg,1024,683,gun,168,106,897,545
gun973.jpg,500,333,gun,102,29,423,244
gun514.jpg,500,473,gun,275,343,427,468
gun514.jpg,500,473,gun,84,344,246,460
gun514.jpg,500,473,gun,333,237,457,343
gun514.jpg,500,473,gun,181,225,336,336
gun514.jpg,500,473,gun,6,222,162,332
gun514.jpg,500,473,gun,19,120,149,210
gun514.jpg,500,473,gun,181,119,329,226
gun514.jpg,500,473,gun,345,136,444,208
gun514.jpg,500,473,gun,331,23,475,114
gun514.jpg,500,473,gun,175,15,330,116
gun514.jpg,500,473,gun,22,17,178,118
gun578.jpg,550,310,gun,7,5,549,294
gun329.jpg,508,256,gun,7,7,500,247
gun1257.jpg,500,456,gun,74,133,497,427
gun1021.jpg,500,375,gun,2,1,500,371
gun199.jpg,500,333,gun,7,117,474,292
gun374.jpg,461,332,gun,12,10,433,305
gun703.jpg,400,282,gun,86,39,337,220
gun816.jpg,550,340,gun,12,10,541,337
gun443.jpg,1024,641,gun,25,23,1008,624
gun189.jpg,500,375,gun,26,60,476,357
gun1163.jpg,500,366,gun,98,5,482,215
gun1163.jpg,500,366,gun,68,121,455,357
gun73.jpg,500,375,gun,141,129,343,288
gun439.jpg,340,454,gun,14,41,319,397
gun737.jpg,500,375,gun,132,138,303,253
gun737.jpg,500,375,gun,218,223,331,303
gun1148.jpg,500,375,gun,124,129,147,151
gun617.jpg,440,310,gun,6,1,436,307
gun208.jpg,500,355,gun,70,67,158,131
gun208.jpg,500,355,gun,156,71,193,103
gun84.jpg,500,332,gun,329,103,470,203
gun524.jpg,500,375,gun,29,10,500,291
gun8.jpg,584,405,gun,26,7,576,343
gun224.jpg,400,300,gun,18,59,390,265
gun69.jpg,500,263,gun,147,106,177,128
gun215.jpg,500,320,gun,29,31,479,301
gun741.jpg,306,224,gun,8,8,306,208
gun1145.jpg,500,344,gun,6,41,492,313
gun990.jpg,375,500,gun,93,28,267,247
gun990.jpg,375,500,gun,87,1,303,172
gun1150.jpg,500,375,gun,131,5,452,359
gun413.jpg,500,375,gun,362,273,424,309
gun413.jpg,500,375,gun,279,309,335,345
gun413.jpg,500,375,gun,163,344,244,375
gun15.jpg,500,235,gun,10,15,484,222
gun476.jpg,1000,730,gun,28,93,966,688
gun793.jpg,400,300,gun,40,92,383,299
gun931.jpg,500,375,gun,91,59,458,342
gun1194.jpg,1980,1194,gun,33,24,1966,1170
gun1147.jpg,47,34,gun,8,4,42,33
gun631.jpg,500,432,gun,1,64,254,294
gun68.jpg,430,334,gun,19,21,410,313
gun830.jpg,400,300,gun,106,45,283,192
gun830.jpg,400,300,gun,240,30,385,177
gun830.jpg,400,300,gun,12,69,194,170
gun830.jpg,400,300,gun,15,139,207,223
gun830.jpg,400,300,gun,218,172,399,264
gun915.jpg,340,454,gun,25,35,339,438
gun702.jpg,536,402,gun,177,28,508,381
gun474.jpg,333,500,gun,1,329,126,428
gun745.jpg,500,375,gun,6,18,485,334
gun658.jpg,500,292,gun,80,7,183,216
gun299.jpg,400,304,gun,1,2,397,304
gun621.jpg,500,262,gun,14,54,304,262
gun621.jpg,500,262,gun,236,114,420,262
gun443.jpg,1024,641,gun,25,23,1008,624
gun79.jpg,590,417,gun,24,2,569,405
gun1206.jpg,450,338,gun,68,43,405,268
gun1257.jpg,500,456,gun,74,133,497,427
gun1235.jpg,500,375,gun,7,59,493,292
gun535.jpg,600,450,gun,150,52,539,326
gun628.jpg,500,375,gun,4,21,479,364
gun1213.jpg,600,417,gun,43,23,581,376
gun996.jpg,500,586,gun,68,326,327,524
gun567.jpg,500,352,gun,4,16,490,352
gun75.jpg,500,375,gun,1,19,331,375
gun1035.jpg,333,500,gun,15,270,306,449
gun980.jpg,500,375,gun,49,83,414,296
gun106.jpg,500,375,gun,10,26,496,357
gun898.jpg,500,375,gun,37,27,485,351
gun357.jpg,480,360,gun,284,163,349,221
gun880.jpg,500,333,gun,42,35,455,312
gun468.jpg,500,281,gun,54,4,455,266
gun706.jpg,500,375,gun,26,20,489,237
gun512.jpg,500,300,gun,15,44,492,285
gun1229.jpg,407,500,gun,2,7,407,488
gun4.jpg,500,333,gun,57,133,401,266
gun272.jpg,500,333,gun,168,68,280,233
gun978.jpg,450,354,gun,7,39,441,334
gun752.jpg,450,338,gun,36,25,434,326
gun1199.jpg,500,333,gun,40,28,480,304
gun427.jpg,500,333,gun,238,125,289,173
gun369.jpg,359,251,gun,22,33,343,244
gun52.jpg,500,375,gun,73,84,485,375
gun437.jpg,450,306,gun,6,3,449,299
gun718.jpg,500,375,gun,12,18,491,289
gun1235.jpg,500,375,gun,7,59,493,292
gun980.jpg,500,375,gun,49,83,414,296
gun122.jpg,500,323,gun,199,56,309,217
gun907.jpg,500,375,gun,72,1,341,209
gun584.jpg,375,500,gun,114,55,328,441
gun321.jpg,500,375,gun,18,78,289,273
gun910.jpg,400,272,gun,46,71,176,178
gun340.jpg,500,375,gun,90,279,196,334
gun340.jpg,500,375,gun,82,200,176,263
gun340.jpg,500,375,gun,71,178,158,222
gun340.jpg,500,375,gun,63,153,134,197
gun340.jpg,500,375,gun,109,325,214,375
gun340.jpg,500,375,gun,164,3,318,63
gun340.jpg,500,375,gun,295,160,500,280
gun340.jpg,500,375,gun,186,47,500,185
gun772.jpg,500,311,gun,215,68,441,310
gun772.jpg,500,311,gun,26,106,283,311
gun796.jpg,500,449,gun,107,115,200,235
gun1003.jpg,375,500,gun,193,129,234,159
gun801.jpg,500,339,gun,88,21,223,307
gun801.jpg,500,339,gun,296,114,391,261
gun1185.jpg,500,493,gun,80,71,202,170
gun1185.jpg,500,493,gun,309,70,446,167
gun1185.jpg,500,493,gun,326,326,446,428
gun1185.jpg,500,493,gun,48,307,174,421
gun110.jpg,500,375,gun,90,20,359,204
gun1245.jpg,500,256,gun,15,8,475,253
gun1245.jpg,500,256,gun,15,8,475,253
gun106.jpg,500,375,gun,10,26,496,357
gun105.jpg,500,420,gun,52,174,348,396
gun105.jpg,500,420,gun,150,35,433,247
gun475.jpg,375,500,gun,43,66,375,260
gun1182.jpg,500,332,gun,230,138,262,192
gun726.jpg,500,351,gun,224,122,361,253
gun726.jpg,500,351,gun,6,226,150,328
gun726.jpg,500,351,gun,162,267,262,329
gun718.jpg,500,375,gun,12,18,491,289
gun204.jpg,500,299,gun,27,16,489,284
gun191.jpg,1000,642,gun,10,41,987,628
gun706.jpg,500,375,gun,26,20,489,237
gun506.jpg,500,377,gun,1,47,486,318
gun335.jpg,500,333,gun,3,55,481,333
gun14.jpg,500,333,gun,23,12,470,321
gun740.jpg,600,423,gun,35,24,547,365
gun1006.jpg,500,375,gun,233,2,500,285
gun646.jpg,500,281,gun,1,16,500,278
gun400.jpg,500,400,gun,1,100,221,389
gun796.jpg,500,449,gun,107,115,200,235
gun781.jpg,500,375,gun,111,66,433,334
gun1118.jpg,500,333,gun,267,83,341,136
gun104.jpg,450,328,gun,40,52,436,295
gun1268.jpg,540,420,gun,32,14,516,374
gun101.jpg,500,375,gun,100,71,489,295
gun43.jpg,500,375,gun,84,38,415,308
gun200.jpg,500,455,gun,44,15,411,428
gun889.jpg,500,320,gun,19,17,487,306
gun315.jpg,500,332,gun,205,151,236,222
gun625.jpg,500,370,gun,273,161,493,322
gun625.jpg,500,370,gun,235,61,418,247
gun625.jpg,500,370,gun,107,21,254,258
gun625.jpg,500,370,gun,8,98,197,312
gun571.jpg,500,375,gun,8,17,488,286
gun529.jpg,450,300,gun,24,24,204,191
gun400.jpg,500,400,gun,1,100,221,389
gun441.jpg,400,300,gun,14,95,396,223
gun631.jpg,500,432,gun,1,64,254,294
gun1078.jpg,500,375,gun,224,267,308,348
gun1078.jpg,500,375,gun,123,235,211,323
gun1078.jpg,500,375,gun,48,206,133,274
gun1078.jpg,500,375,gun,1,180,63,240
gun1078.jpg,500,375,gun,49,88,124,169
gun1078.jpg,500,375,gun,128,120,234,194
gun1078.jpg,500,375,gun,231,142,331,225
gun1078.jpg,500,375,gun,313,166,417,264
gun1078.jpg,500,375,gun,400,201,500,321
gun1078.jpg,500,375,gun,300,1,404,72
gun1078.jpg,500,375,gun,458,1,500,112
gun508.jpg,450,338,gun,39,9,417,328
gun1095.jpg,320,240,gun,8,26,295,228
gun954.jpg,500,413,gun,14,43,497,380
gun997.jpg,500,375,gun,48,31,478,366
gun1234.jpg,375,500,gun,201,351,320,500
gun1234.jpg,375,500,gun,193,96,228,136
gun709.jpg,500,333,gun,51,128,371,295
gun709.jpg,500,333,gun,200,55,467,225
gun1050.jpg,500,373,gun,33,50,440,320
gun835.jpg,1024,682,gun,69,59,992,560
gun1038.jpg,480,360,gun,324,146,350,169
gun1290.jpg,375,500,gun,81,262,134,359
gun441.jpg,400,300,gun,14,95,396,223
gun417.jpg,450,306,gun,57,29,391,297
gun512.jpg,500,300,gun,15,44,492,285
gun1220.jpg,400,268,gun,4,2,400,250
gun1108.jpg,500,375,gun,5,44,491,371
gun901.jpg,456,590,gun,225,172,433,506
gun901.jpg,456,590,gun,23,5,326,552
gun480.jpg,450,300,gun,35,75,124,133
